23.443001,23.443001,22.7766,22.7766,22.7766,1050290.0,23.1446,23.1446,22.7766,22.786501,22.786501,1763573.0,23.075001,23.075001,22.9258,22.9706,22.9706,1385310.0,23.7712,23.7712,23.114799,23.5723,23.5723,2657203.0,23.393299,23.393299,22.9755,23.075001,23.075001,929049.0
23.1446,23.1446,22.7766,22.786501,22.786501,1763573.0,23.075001,23.075001,22.9258,22.9706,22.9706,1385310.0,23.7712,23.7712,23.114799,23.5723,23.5723,2657203.0,23.393299,23.393299,22.9755,23.075001,23.075001,929049.0,23.224199,23.224199,22.7269,22.8323,22.8323,763036.0
23.075001,23.075001,22.9258,22.9706,22.9706,1385310.0,23.7712,23.7712,23.114799,23.5723,23.5723,2657203.0,23.393299,23.393299,22.9755,23.075001,23.075001,929049.0,23.224199,23.224199,22.7269,22.8323,22.8323,763036.0,22.6712,22.6712,22.428499,22.5777,22.5777,878735.0
23.7712,23.7712,23.114799,23.5723,23.5723,2657203.0,23.393299,23.393299,22.9755,23.075001,23.075001,929049.0,23.224199,23.224199,22.7269,22.8323,22.8323,763036.0,22.6712,22.6712,22.428499,22.5777,22.5777,878735.0,22.428499,22.428499,22.219601,22.245501,22.245501,1347803.0
23.393299,23.393299,22.9755,23.075001,23.075001,929049.0,23.224199,23.224199,22.7269,22.8323,22.8323,763036.0,22.6712,22.6712,22.428499,22.5777,22.5777,878735.0,22.428499,22.428499,22.219601,22.245501,22.245501,1347803.0,22.159901,22.159901,21.9312,22.0306,22.0306,1034307.0
23.224199,23.224199,22.7269,22.8323,22.8323,763036.0,22.6712,22.6712,22.428499,22.5777,22.5777,878735.0,22.428499,22.428499,22.219601,22.245501,22.245501,1347803.0,22.159901,22.159901,21.9312,22.0306,22.0306,1034307.0,22.478201,22.478201,21.782,22.4335,22.4335,1230629.0
22.6712,22.6712,22.428499,22.5777,22.5777,878735.0,22.428499,22.428499,22.219601,22.245501,22.245501,1347803.0,22.159901,22.159901,21.9312,22.0306,22.0306,1034307.0,22.478201,22.478201,21.782,22.4335,22.4335,1230629.0,22.7766,22.7766,22.4872,22.7269,22.7269,984561.0
22.428499,22.428499,22.219601,22.245501,22.245501,1347803.0,22.159901,22.159901,21.9312,22.0306,22.0306,1034307.0,22.478201,22.478201,21.782,22.4335,22.4335,1230629.0,22.7766,22.7766,22.4872,22.7269,22.7269,984561.0,23.075001,23.075001,22.7756,22.9755,22.9755,869673.0
22.159901,22.159901,21.9312,22.0306,22.0306,1034307.0,22.478201,22.478201,21.782,22.4335,22.4335,1230629.0,22.7766,22.7766,22.4872,22.7269,22.7269,984561.0,23.075001,23.075001,22.7756,22.9755,22.9755,869673.0,22.9258,22.9258,22.587601,22.7269,22.7269,1667558.0
22.478201,22.478201,21.782,22.4335,22.4335,1230629.0,22.7766,22.7766,22.4872,22.7269,22.7269,984561.0,23.075001,23.075001,22.7756,22.9755,22.9755,869673.0,22.9258,22.9258,22.587601,22.7269,22.7269,1667558.0,22.7766,22.7766,22.567699,22.627399,22.627399,1217624.0
22.7766,22.7766,22.4872,22.7269,22.7269,984561.0,23.075001,23.075001,22.7756,22.9755,22.9755,869673.0,22.9258,22.9258,22.587601,22.7269,22.7269,1667558.0,22.7766,22.7766,22.567699,22.627399,22.627399,1217624.0,22.5777,22.5777,22.2395,22.5777,22.5777,704867.0
22.965599,22.965599,22.7269,22.9158,22.9158,1463623.0,23.472799,23.472799,22.876101,23.4231,23.4231,1572709.0,23.9303,23.9303,23.4231,23.7931,23.7931,8360478.0,24.1691,24.1691,23.860701,24.019899,24.019899,984708.0,24.059601,24.059601,23.7215,23.7404,23.7404,1073161.0
23.472799,23.472799,22.876101,23.4231,23.4231,1572709.0,23.9303,23.9303,23.4231,23.7931,23.7931,8360478.0,24.1691,24.1691,23.860701,24.019899,24.019899,984708.0,24.059601,24.059601,23.7215,23.7404,23.7404,1073161.0,23.870701,23.870701,23.592199,23.7911,23.7911,992463.0
23.9303,23.9303,23.4231,23.7931,23.7931,8360478.0,24.1691,24.1691,23.860701,24.019899,24.019899,984708.0,24.059601,24.059601,23.7215,23.7404,23.7404,1073161.0,23.870701,23.870701,23.592199,23.7911,23.7911,992463.0,24.009899,24.009899,23.8209,23.9303,23.9303,925356.0
24.1691,24.1691,23.860701,24.019899,24.019899,984708.0,24.059601,24.059601,23.7215,23.7404,23.7404,1073161.0,23.870701,23.870701,23.592199,23.7911,23.7911,992463.0,24.009899,24.009899,23.8209,23.9303,23.9303,925356.0,24.119301,24.119301,23.870701,23.969101,23.969101,729585.0
24.059601,24.059601,23.7215,23.7404,23.7404,1073161.0,23.870701,23.870701,23.592199,23.7911,23.7911,992463.0,24.009899,24.009899,23.8209,23.9303,23.9303,925356.0,24.119301,24.119301,23.870701,23.969101,23.969101,729585.0,24.3381,24.3381,23.9701,24.163099,24.163099,1082172.0
23.870701,23.870701,23.592199,23.7911,23.7911,992463.0,24.009899,24.009899,23.8209,23.9303,23.9303,925356.0,24.119301,24.119301,23.870701,23.969101,23.969101,729585.0,24.3381,24.3381,23.9701,24.163099,24.163099,1082172.0,24.368,24.368,23.9701,24.368,24.368,806902.0
24.009899,24.009899,23.8209,23.9303,23.9303,925356.0,24.119301,24.119301,23.870701,23.969101,23.969101,729585.0,24.3381,24.3381,23.9701,24.163099,24.163099,1082172.0,24.368,24.368,23.9701,24.368,24.368,806902.0,24.6763,24.6763,23.9701,24.6763,24.6763,1943026.0
24.119301,24.119301,23.870701,23.969101,23.969101,729585.0,24.3381,24.3381,23.9701,24.163099,24.163099,1082172.0,24.368,24.368,23.9701,24.368,24.368,806902.0,24.6763,24.6763,23.9701,24.6763,24.6763,1943026.0,24.964701,24.964701,24.7658,24.8354,24.8354,3436968.0
24.3381,24.3381,23.9701,24.163099,24.163099,1082172.0,24.368,24.368,23.9701,24.368,24.368,806902.0,24.6763,24.6763,23.9701,24.6763,24.6763,1943026.0,24.964701,24.964701,24.7658,24.8354,24.8354,3436968.0,25.462,25.462,24.944901,25.064199,25.064199,2222105.0
24.368,24.368,23.9701,24.368,24.368,806902.0,24.6763,24.6763,23.9701,24.6763,24.6763,1943026.0,24.964701,24.964701,24.7658,24.8354,24.8354,3436968.0,25.462,25.462,24.944901,25.064199,25.064199,2222105.0,25.3328,25.3328,24.924999,25.2432,25.2432,1744243.0
24.6763,24.6763,23.9701,24.6763,24.6763,1943026.0,24.964701,24.964701,24.7658,24.8354,24.8354,3436968.0,25.462,25.462,24.944901,25.064199,25.064199,2222105.0,25.3328,25.3328,24.924999,25.2432,25.2432,1744243.0,24.728001,24.728001,24.5172,24.5739,24.5739,8553774.0
24.964701,24.964701,24.7658,24.8354,24.8354,3436968.0,25.462,25.462,24.944901,25.064199,25.064199,2222105.0,25.3328,25.3328,24.924999,25.2432,25.2432,1744243.0,24.728001,24.728001,24.5172,24.5739,24.5739,8553774.0,24.716101,24.716101,24.5271,24.576799,24.576799,1643009.0
